tmdb_id,imdb_id,title,original_title,original_language,release_date,year,runtime_min,genres,popularity,vote_average,vote_count,budget_usd,revenue_usd,overview,tagline,director,top_cast,production_companies,production_countries,us_rating,keywords,poster_path,tmdb_url
875828,tt15574124,Peaky Blinders: The Immortal Man,Peaky Blinders: The Immortal Man,en,2026-03-05,2026,112,"Crime, Drama",92.2306,7.26,710,0,0,"After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation.",It will all come to this.,Tom Harper,"Cillian Murphy, Barry Keoghan, Rebecca Ferguson, Tim Roth, Stephen Graham","BBC Film, Garrison Drama, Nebulastar",United Kingdom,R,"england, gangster, world war ii, period drama, 1940s, based on tv series, haunted by his demons, german covert operation",https://image.tmdb.org/t/p/w500/gRMalasZEzsZi4w2VFuYusfSfqf.jpg,https://www.themoviedb.org/movie/875828
1368166,tt27543632,The Housemaid,The Housemaid,en,2025-12-18,2025,131,"Mystery, Thriller",91.0602,7.185,1736,35000000,399177268,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",Discover what lies behind closed doors.,Paul Feig,"Sydney Sweeney, Amanda Seyfried, Brandon Sklenar, Michele Morrone, Elizabeth Perkins","Lionsgate, Media Capital Technologies, Hidden Pictures, Pretty Dangerous Pictures",United States of America,R,"based on novel or book, psychological thriller, housekeeper, attic, housemaid, adaptation, dramatic, mystery, suspense thriller, amused",https://image.tmdb.org/t/p/w500/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,https://www.themoviedb.org/movie/1368166
1236153,tt31050594,Mercy,Mercy,en,2026-01-20,2026,99,"Science Fiction, Action, Thriller, Crime",87.197,6.989,1035,60000000,54694674,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",Prove your innocence to an AI judge or face execution.,Timur Bekmambetov,"Chris Pratt, Rebecca Ferguson, Kali Reis, Kylie Rogers, Chris Sullivan","Atlas Entertainment, Amazon MGM Studios, Bazelevs",United States of America,PG-13,"race against time, mission, artificial intelligence (a.i.), bomb, kidnapping, cop, los angeles, california, false accusations, innocent suspect, father daughter relationship",https://image.tmdb.org/t/p/w500/pyok1kZJCfyuFapYXzHcy7BLlQa.jpg,https://www.themoviedb.org/movie/1236153
680493,tt22868010,Return to Silent Hill,Return to Silent Hill,en,2026-01-21,2026,106,"Mystery, Drama, Horror",85.6658,4.991,316,23000000,47372051,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",Guilt is a place you can never leave.,Christophe Gans,"Jeremy Irvine, Hannah Emily Anderson, Evie Templeton, Pearse Egan, Nicola Alexis","Konami, Davis Films, Ashland Hill Media Finance, Supernix, WIP, Richmond Pictures, Lipsync Productions, Electric Shadow Company","France, Japan, United States of America, United Kingdom, Germany",R,"monster, wife, supernatural, letter, painter, sequel, punishment, love, survival, murder",https://image.tmdb.org/t/p/w500/fqAGFN2K2kDL0EHxvJaXzaMUkkt.jpg,https://www.themoviedb.org/movie/680493
999136,tt3515878,Do Not Enter,Do Not Enter,en,2026-03-19,2026,91,Horror,82.1585,5.4,52,0,0,"A group of young explorers investigates an old abandoned hotel, only to encounter a strange supernatural being and a competing group looking for a legendary hidden treasure.","Getting in is hard, getting out is hell.",Marc Klasfeld,"Francesca Reale, Nicholas Hamilton, Adeline Rudolph, Jake Manley, Shane Paul McGhie","Suretone Pictures, Lionsgate",United States of America,R,"hotel, new jersey, based on novel or book, supernatural creature, million in cash, urban exploration, abandoned building, urban explorers, supernatural horror, abandoned hotel",https://image.tmdb.org/t/p/w500/stM9N7eJmHKLmFR59JG4tLdN7Wk.jpg,https://www.themoviedb.org/movie/999136
755898,tt13186306,War of the Worlds,War of the Worlds,en,2025-07-29,2025,91,"Science Fiction, Thriller",80.6514,4.144,949,10000000,0,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",Your data is deadly.,Rich Lee,"Ice Cube, Eva Longoria, Clark Gregg, Iman Benson, Henry Hunter Hall","Universal Pictures, Bazelevs, Patrick Aiello Productions",United States of America,PG-13,"government, attack, privacy, surveillance, found footage, cybersecurity, district, online privacy, screenlife, war",https://image.tmdb.org/t/p/w500/yvirUYrva23IudARHn3mMGVxWqM.jpg,https://www.themoviedb.org/movie/755898
634649,tt10872600,Spider-Man: No Way Home,Spider-Man: No Way Home,en,2021-12-15,2021,148,"Action, Adventure, Science Fiction",77.0507,7.934,21762,200000000,1921847111,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",The Multiverse unleashed.,Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jon Favreau","Marvel Studios, Pascal Pictures, Columbia Pictures",United States of America,PG-13,"new york city, hero, showdown, magic, loss of loved one, secret identity, superhero, villain, portal, based on comic",https://image.tmdb.org/t/p/w500/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,https://www.themoviedb.org/movie/634649
1493859,tt37209937,Pizza Movie,Pizza Movie,en,2026-03-13,2026,97,"Comedy, Adventure",76.359,6.5,45,0,0,"A shy college student and his reckless roommate set out on a simple mission to grab pizza, but after a strange dose of a mind-bending experimental drug, they're thrust into a chaotic night of absurd encounters, wild hallucinations, and unexpected revelations that could change their lives forever.",College is a trip.,"Nick Kocher, Brian McElhaney","Gaten Matarazzo, Sean Giambrone, Lulu Wilson, Jack Martin, Peyton Elizabeth Lee","BriTANicK, American High, All Things Comedy, LD Entertainment",United States of America,R,"drugs, buddy comedy, college student, stoner comedy",https://image.tmdb.org/t/p/w500/2c2ib9pS3BTIoMnYHi4z6t9nxuA.jpg,https://www.themoviedb.org/movie/1493859
1325734,tt33071426,The Drama,The Drama,en,2026-03-26,2026,105,"Romance, Comedy, Drama",74.9519,7.045,176,28000000,26232083,A happily engaged couple is put to the test when an unexpected turn sends their wedding week off the rails.,Witness the wedding of the year.,Kristoffer Borgli,"Zendaya, Robert Pattinson, Alana Haim, Mamoudou Athie, Jordyn Curet","A24, Square Peg, Dilemma Films",United States of America,R,"infidelity, boston, massachusetts, dark comedy, romcom, engaged couple, trust issues, cautionary, critical, complicated, melodramatic",https://image.tmdb.org/t/p/w500/rnIOUhzwJDfgQakx8EjoNyItKgs.jpg,https://www.themoviedb.org/movie/1325734
157336,tt0816692,Interstellar,Interstellar,en,2014-11-05,2014,169,"Adventure, Drama, Science Fiction",72.3031,8.469,39314,165000000,746606706,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Mankind was born on Earth. It was never meant to die here.,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Michael Caine, Jessica Chastain, Casey Affleck","Legendary Pictures, Syncopy, Lynda Obst Productions","United Kingdom, United States of America",PG-13,"rescue, future, spacecraft, race against time, artificial intelligence (a.i.), nasa, time warp, dystopia, expedition, space travel",https://image.tmdb.org/t/p/w500/yQvGrMoipbRoddT0ZR8tPoR7NfX.jpg,https://www.themoviedb.org/movie/157336
1234731,tt33244668,Anaconda,Anaconda,en,2025-12-24,2025,100,"Adventure, Comedy, Horror",69.2703,5.885,954,45000000,134996951,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",A comedy so big it'll leave you breathless.,Tom Gormican,"Jack Black, Paul Rudd, Steve Zahn, Thandiwe Newton, Daniela Melchior","Fully Formed Entertainment, Columbia Pictures, TSG Entertainment",United States of America,PG-13,"snake, animal attack, amazon rainforest, film in film, jungle, reptile, anaconda, reboot, animal horror, meta",https://image.tmdb.org/t/p/w500/hBxN6dwrANN1ic3a4G9x6JZcR3C.jpg,https://www.themoviedb.org/movie/1234731
1276038,tt32139458,A Desert,A Desert,en,2025-05-02,2025,103,"Horror, Thriller",67.1962,6.1,22,0,0,"A photographer’s road trip takes a dark turn when he befriends a reckless couple, plunging him into a nightmarish neo-noir spiral of unpredictable horror.",,Joshua Erkman,"David Yow, Kai Lennox, Sarah Lind, Zachary Ray Sherman, Ashley B. Smith","Yellow Veil Pictures, Dark Sky Films, Capes and Fog Productions",United States of America,NR,,https://image.tmdb.org/t/p/w500/vd194U3uHmxs5rZBV2QU7HNDdEf.jpg,https://www.themoviedb.org/movie/1276038
1572073,tt37455571,The Deadly Little Mermaid,The Deadly Little Mermaid,en,2026-03-06,2026,80,Horror,67.1285,4.717,23,0,0,"Some secrets are better left at the bottom of the ocean. Once she's in your house, there is no escape. When a struggling artist pulls a beautiful, unconscious woman from the freezing coastal waters, he thinks he’s performed a miracle. But as she recovers within the walls of his secluded home, a series of unsettling events leads him to a terrifying realization: her presence is no coincidence. She is inextricably linked to the same watery grave that claimed his family years ago.",,Cameron Uzoka,"Elliott Eason, Sophia Carroll, Eleanor Mackenzie, Anastasia Nikolaeva, Maddy Baskerville","ChampDog Films, ITN Distribution",United Kingdom,,,https://image.tmdb.org/t/p/w500/uye25uG7k8r3NNPLyPiKOiRnFRF.jpg,https://www.themoviedb.org/movie/1572073
1634301,,Vanaveera,Vanaveera,te,2026-02-13,2026,0,"Action, Drama",66.7436,7.8,5,0,0,A descendant of the Vanara clan is pushed into conflict when a modern-day Ravana seizes his only bike for an election rally. What starts as a petty injustice soon erupts into a fierce fight for self-respect and dignity.,,,"Chammak Chandra, Simran Choudhary, Nandu Vijay Krishna",,,,,https://image.tmdb.org/t/p/w500/oBYExKI8E3bTzQjPkofhpV2EJon.jpg,https://www.themoviedb.org/movie/1634301
1242898,tt31227572,Predator: Badlands,Predator: Badlands,en,2025-11-05,2025,107,"Action, Science Fiction, Adventure",65.2455,7.701,2575,105000000,184500000,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",First hunt. Last chance.,Dan Trachtenberg,"Elle Fanning, Dimitrius Schuster-Koloamatangi, Ravi Narayan, Michael Homick, Stefan Grube","20th Century Studios, Lawrence Gordon Productions, Davis Entertainment, Toberoff Productions, TSG Entertainment",United States of America,PG-13,"survival, outcast, alien planet, team up, intense, hostile alien wilderness, relentless hunt, intense creature combat",https://image.tmdb.org/t/p/w500/erTRAi241eYF4K8KoGGOI8kFPox.jpg,https://www.themoviedb.org/movie/1242898
1381216,tt30782197,Lake Jesup: Bonecrusher's Revenge,Lake Jesup: Bonecrusher's Revenge,en,2024-05-01,2024,87,"Horror, Comedy, Adventure",63.0207,6.395,38,1250000,0,"In 2003, Lake Jesup became the stage for a real-life horror story, as a monstrous alligator escaped from captivity and began a reign of terror. As the body count rose, a desperate hunt ensued to stop the creature.",He's a big sumbitch.,Michael Houston King,"Derek Russo, Jeff Benninghofen, Michael Houston King, Essex O'Brien, Sarah Voigt","Valencia Motion Pictures, Crown Creative Content",United States of America,,"alligator, alligator hunter, lake monster",https://image.tmdb.org/t/p/w500/1Z1TgGXS1MD4DDfIkBNloM43vvj.jpg,https://www.themoviedb.org/movie/1381216
24428,tt0848228,The Avengers,The Avengers,en,2012-04-25,2012,143,"Science Fiction, Action, Adventure",62.3495,7.992,37049,220000000,1518815515,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",Some assembly required.,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",Marvel Studios,United States of America,PG-13,"new york city, superhero, shield, based on comic, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,https://www.themoviedb.org/movie/24428
1582770,tt39139925,Dhurandhar: The Revenge,धुरंधर: द रिवेंज,hi,2026-03-18,2026,229,"Action, Crime, Thriller",61.5567,7.745,53,22500000,150000000,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",The Story of The Unknown Men Unfolds,Aditya Dhar,"Ranveer Singh, Arjun Rampal, R. Madhavan, Sanjay Dutt, Sara Arjun","Jio Studios, B62 Studios",India,NR,"undercover, propaganda, espionage, politics, spy, traitor, patriotism, nationalism, gore, gang leader",https://image.tmdb.org/t/p/w500/ov8vrRLZGoXHpYjSY9Vpv1tHJX7.jpg,https://www.themoviedb.org/movie/1582770
1539104,tt38121182,JUJUTSU KAISEN: Execution,劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」,ja,2025-11-07,2025,88,"Animation, Action, Fantasy",60.4784,5.924,92,0,44457030,"A veil abruptly descends over the busy Shibuya area amid the bustling Halloween crowds, trapping countless civilians inside. Satoru Gojo, the strongest jujutsu sorcerer, steps into the chaos. But lying in wait are curse users and spirits scheming to seal him away. Yuji Itadori, accompanied by his classmates and other top-tier jujutsu sorcerers, enters the fray in an unprecedented clash of curses — the Shibuya Incident. In the aftermath, ten colonies across Japan are transformed into dens of curses in a plan orchestrated by Noritoshi Kamo. As the deadly Culling Game starts, Special Grade sorcerer Yuta Okkotsu is assigned to carry out Yuji's execution for his perceived crimes. A compilation movie of Shibuya Incident including the first two episodes of the Culling Games arc.","The chaos of curses, Shibuya, and beyond—",Shota Goshozono,"Junya Enoki, Megumi Ogata, Koji Yusa, Daisuke Namikawa, Yuma Uchida","MAPPA, TOHO, MBS, Shueisha, Sumzap",Japan,R,"compilation, based on manga, edited from tv series, shounen, anime, distressing",https://image.tmdb.org/t/p/w500/v0s3dx6am0RzfsuK3KdEy8ZoCDs.jpg,https://www.themoviedb.org/movie/1539104
1272837,tt32141377,28 Years Later: The Bone Temple,28 Years Later: The Bone Temple,en,2026-01-14,2026,109,"Horror, Thriller, Science Fiction",59.9416,7.168,979,63000000,58586229,Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,Fear is the new faith.,Nia DaCosta,"Ralph Fiennes, Jack O'Connell, Alfie Williams, Erin Kellyman, Chi Lewis-Parry","Columbia Pictures, TSG Entertainment, DNA Films","United Kingdom, United States of America",R,"england, post-apocalyptic future, satanism, satanist, sequel, satan, survival, zombie, death, crucifix",https://image.tmdb.org/t/p/w500/kK1BGkG3KAvWB0WMV1DfOx9yTMZ.jpg,https://www.themoviedb.org/movie/1272837
181808,tt2527336,Star Wars: The Last Jedi,Star Wars: The Last Jedi,en,2017-12-13,2017,152,"Adventure, Action, Science Fiction",57.5433,6.756,16210,300000000,1332698830,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",Let the past die.,Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega",Lucasfilm Ltd.,United States of America,PG-13,"bunker, space battle, defeat, failure, sequel, blunt, space opera, military operation",https://image.tmdb.org/t/p/w500/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,https://www.themoviedb.org/movie/181808
1306368,tt32642706,The Rip,The Rip,en,2026-01-13,2026,113,"Action, Thriller, Crime",56.9417,7.0,1480,100000000,0,"Trust frays when a team of Miami cops discovers millions in cash inside a run-down stash house, calling everyone — and everything — into question.",Count the money. Count it again. Count on no one.,Joe Carnahan,"Matt Damon, Ben Affleck, Teyana Taylor, Steven Yeun, Catalina Sandino Moreno",Artists Equity,United States of America,R,"miami, florida, police, investigation, shootout, dirty cop, trust, attic, sting operation, cartel, hidden money",https://image.tmdb.org/t/p/w500/eZo31Dhl5BQ6GfbMNf3oU0tUvPZ.jpg,https://www.themoviedb.org/movie/1306368
1387382,tt32537226,Hunting Season,Hunting Season,en,2025-12-05,2025,93,"Action, Drama, Thriller",56.1066,7.0,176,0,0,"When a reclusive survivalist and his daughter rescue a mysterious, wounded woman from a river, they become entangled in a deadly web of violence and revenge, forcing them to confront a brutal criminal to survive.",It takes an awful lot to kill a person.,Raja Collins,"Mel Gibson, Shelley Hennig, Jordi Mollà, Sofia Hublitz, A.J. Buckley","Beno Films (US), ETA films, Filmopoly, BondIt Media Capital, Buffalo 8, CaliWood Pictures, FluffyBear Media",United States of America,,,https://image.tmdb.org/t/p/w500/cbryTyaWdqrKpQCw6K7zm2jrB5v.jpg,https://www.themoviedb.org/movie/1387382
1167307,tt15678738,David,David,en,2025-12-14,2025,109,"Animation, Family, Drama, Music",54.8009,8.1,122,60900000,83092325,"From the songs of his mother’s heart to the whispers of a faithful God, David’s story begins in quiet devotion. When the giant Goliath rises to terrorize a nation, a young shepherd armed with only a sling, a few stones, and unshakable faith steps forward. Pursued by power and driven by purpose, his journey tests the limits of loyalty, love, and courage—culminating in a battle not just for a crown, but for the soul of a kingdom.",A giant musical event.,"Phil Cunningham, Brent Dawes","Brandon Engman, Brian Stivale, Shahar Taboch, Aaron Tavaler, Hector","Sunrise Productions, Slingshot USA, Angel Studios, 2521 Entertainment","United States of America, South Africa",PG,"bible, musical, prophet, david vs. goliath, independent film, bible prophecy, biblical epic",https://image.tmdb.org/t/p/w500/bESlrLOrsQ9gKzaGQGHXKOyIUtX.jpg,https://www.themoviedb.org/movie/1167307
1646787,tt39715014,Sundutan,Sundutan,tl,2026-03-06,2026,70,Drama,54.6361,4.0,1,0,0,"A hole on the wall accidentally connects two women emotionally and physically. Forbidden love, greed, betrayal... what lies beyond the hole? And for how long can they keep covering it up?",,Rodante Pajemna Jr.,"Allison Ross, Jade Esguerra, Mark Dionisio, Zia Zamora, Primo Angeles",Vivamax,Philippines,,sexy,https://image.tmdb.org/t/p/w500/2neZgVuY7prWIak5hhNKT53Hk0N.jpg,https://www.themoviedb.org/movie/1646787
1635276,tt39465484,Eat Pray Bark,Eat Pray Bark – Therapie auf vier Pfoten,de,2026-04-01,2026,91,Comedy,54.1705,5.574,54,0,0,"In this tumultuous comedy, five eccentric dog owners seek help in dealing with their four-legged friends. Their last hope: an intensive course with the charismatic and legendary dog trainer Nodon in the Tyrolean mountains.",,Marco Petry,"Alexandra Maria Lara, Rúrik Gíslason, Devid Striesow, Anna Herrmann, Doğa Gürer",OLGA FILM,Germany,PG-13,admiring,https://image.tmdb.org/t/p/w500/kZ0ntedjG2X6hZ7upzupeUe2g5n.jpg,https://www.themoviedb.org/movie/1635276
